12/1/2021 1:00,4.216
12/1/2021 2:00,5.36
12/1/2021 3:00,5.374
12/1/2021 4:00,5.388
12/1/2021 5:00,3.666
12/1/2021 6:00,3.52
12/1/2021 7:00,3.702
12/1/2021 8:00,3.7
12/1/2021 9:00,3.668
12/1/2021 10:00,3.662
12/1/2021 11:00,4.448
12/1/2021 12:00,5.412
12/1/2021 13:00,5.224
12/1/2021 14:00,5.268
12/1/2021 15:00,4.054
12/1/2021 16:00,3.384
12/1/2021 17:00,3.27
12/1/2021 18:00,3.43
12/1/2021 19:00,3.266
12/1/2021 20:00,3.728
12/1/2021 21:00,5.894
12/1/2021 22:00,7.706
12/1/2021 23:00,7.026
12/2/2021 0:00,5.174
12/2/2021 1:00,4.474
12/2/2021 2:00,3.248
12/2/2021 3:00,3.236
12/2/2021 4:00,3.228
12/2/2021 5:00,3.258
12/2/2021 6:00,3.178
12/2/2021 7:00,2.72
12/2/2021 8:00,3.758
12/2/2021 9:00,4.342
12/2/2021 10:00,4.512
12/2/2021 11:00,4.058
12/2/2021 12:00,2.472
12/2/2021 13:00,2.79
12/2/2021 14:00,2.624
12/2/2021 15:00,2.772
12/2/2021 16:00,3.74
12/2/2021 17:00,4.928
12/2/2021 18:00,6.052
12/2/2021 19:00,6.752
12/2/2021 20:00,6.474
12/2/2021 21:00,6.308
12/2/2021 22:00,4.464
12/2/2021 23:00,3.396
12/3/2021 0:00,3.09
12/3/2021 1:00,3.73
12/3/2021 2:00,2.308
12/3/2021 3:00,2.388
12/3/2021 4:00,4.598
12/3/2021 5:00,4.524
12/3/2021 6:00,4.202
12/3/2021 7:00,4.472
12/3/2021 8:00,2.852
12/3/2021 9:00,2.928
12/3/2021 10:00,2.94
12/3/2021 11:00,2.934
12/3/2021 12:00,2.926
12/3/2021 13:00,3.452
12/3/2021 14:00,4.87
12/3/2021 15:00,4.868
12/3/2021 16:00,4.866
12/3/2021 17:00,3.176
12/3/2021 18:00,2.92
12/3/2021 19:00,2.93
12/3/2021 20:00,2.912
12/3/2021 21:00,2.608
12/3/2021 22:00,2.714
12/3/2021 23:00,3.538
12/4/2021 0:00,6.072
12/4/2021 1:00,4.536
12/4/2021 2:00,4.408
12/4/2021 3:00,2.912
12/4/2021 4:00,2.326
12/4/2021 5:00,2.264
12/4/2021 6:00,2.27
12/4/2021 7:00,2.258
12/4/2021 8:00,2.188
12/4/2021 9:00,2.978
12/4/2021 10:00,4.2
12/4/2021 11:00,4.204
12/4/2021 12:00,4.218
12/4/2021 13:00,2.786
12/4/2021 14:00,2.54
12/4/2021 15:00,2.496
12/4/2021 16:00,2.336
12/4/2021 17:00,2.322
12/4/2021 18:00,2.448
12/4/2021 19:00,4.298
12/4/2021 20:00,4.23
12/4/2021 21:00,4.23
12/4/2021 22:00,3.924
